paramName	position	pyMethodLinkHash	parameterBaseType	parameterTypeName	potentialQualifiedName	isAmbiguous	isFinal	isVarArgs	isReceiverParameter	startLine	endLine	paramKind	hasDefault	defaultValueText	defaultValueKind	isMutableDefault	annotationIsString	bindingLinkHash	pyExpressionLinkHash	serviceVersionLinkHash	pyMethodParameterUniqueHash
ledger	1	PY_METHOD_72710bdb71caade98c6dd701237ccecb				false	false	false	false	39	39	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_a857da1a205272e46bf18029a281c99c		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_133270536bbd99749ec24f5afa7bf965
accounts	0	PY_METHOD_4292c7c567ee3086f3a46288e25e1379				false	false	false	false	44	44	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_ea9e36800863e07b1c46cac1ccb4fd53		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_41add01221e47ab58f658e1cc54e6c3b
owner	0	PY_METHOD_8a98e879e2c694eb9197bff6e20af1b0				false	false	false	false	48	48	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_dd16b87cd7bc7b868a0e08d09642c90c		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_6fefe42ef245e1eb14c7809ec3b4bd78
account	0	PY_METHOD_ca6935fcd43cbae787fac2db38395296				false	false	false	false	16	16	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_756631dadff468d1ea8cb7a241c7d573		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_bc35eacceec673c03b03d22dbd873bfd
first	0	PY_METHOD_cb61ece167391d5e74b4da58d3005662				false	false	false	false	21	21	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_f286df8ac8d5ac5c25a0c6b8b941eb1e		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_a303fd9c1a957a668797c0b5ff27eccf
second	1	PY_METHOD_cb61ece167391d5e74b4da58d3005662				false	false	false	false	21	21	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_9f58d57e9db17edf2062fce9b9f9d2ea		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_25327814be236e6f9611a15002b1b7fe
	0	PY_METHOD_178f8ff53cb58e7c628d01c887a6eaf7				false	false	false	false	25	25	KEYWORD_ONLY_MARKER	false		NONE	false	false			SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_018d0d56ea7a49f7f2864c542f86d613
account	1	PY_METHOD_178f8ff53cb58e7c628d01c887a6eaf7				false	false	false	false	25	25	KEYWORD_ONLY	false		NONE	false	false	PY_BINDING_f21f1c1f9c0732d4a4b2a420db943811		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_1ffd1bd474b0ed2d7c2edde1cea7c68c
ledger	2	PY_METHOD_178f8ff53cb58e7c628d01c887a6eaf7				false	false	false	false	25	25	KEYWORD_ONLY	false		NONE	false	false	PY_BINDING_1eaca344d7a523f3720500731796cda8		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_2e53d6d8cc0681fb42e5952ca451b152
account	0	PY_METHOD_8d89db55b3284af038c85942f3e43c94				false	false	false	false	32	32	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_4d8be620b4f60b3b542392ef83bb52b3		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_ee9f18acfde088f42c54562e5ec24fc2
factor	1	PY_METHOD_8d89db55b3284af038c85942f3e43c94				false	false	false	false	32	32	POSITIONAL_OR_KEYWORD	true	2	NUMBER	false	false	PY_BINDING_40ac873285cd54f220470cd413f5d171	PY_EXPRESSION_024583d9dcad5305e06ebc5332126bd1	SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_e428ac2ae4c408db7ddcf25aacd23f90
ledger	0	PY_METHOD_b4d83dae449aacdb8b41d27cdda8ccc1				false	false	false	false	36	36	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_4072f5ab3228c6412f737be0b179bcd8		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_b31ddc3fcad2a19827727c97ac220879
account	1	PY_METHOD_b4d83dae449aacdb8b41d27cdda8ccc1				false	false	false	false	36	36	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_3d9562966e617ff8f16ea49bf8734d0b		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_48028a77a3bb93355df73ad398fdb4a3
note	2	PY_METHOD_b4d83dae449aacdb8b41d27cdda8ccc1				false	false	false	false	36	36	POSITIONAL_OR_KEYWORD	true	None	NONE_LITERAL	false	false	PY_BINDING_1f1cdec9c45aa7fc99bc8fdd8a857323	PY_EXPRESSION_1f153342fb58dffa8d463a4de267932a	SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_bb27e8c2b0c047835d47615082ba0496
owner	0	PY_METHOD_42739288421947271384edbcb3fa974d				false	false	false	false	43	43	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_3a335e5d2997bbd1fa7fb1c8a55c4598		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_dc7eeb9c1f190f297d0bfd7deea76142
owner_a	0	PY_METHOD_71702c732583c18df5dc408715b0f7ed				false	false	false	false	48	48	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_f5d1cba9112e1337606a82a43c85240d		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_cfc517b5293ffb836a659d589854fed8
owner_b	1	PY_METHOD_71702c732583c18df5dc408715b0f7ed				false	false	false	false	48	48	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_80fdea24b3f27aec91d035e3e337cc83		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_ac3a0bb86dcc0485d31d36f8650b5de4
owner	0	PY_METHOD_20c57f04952574f9d9a67a3e569643c5				false	false	false	false	52	52	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_2ec2a2776881e2e21758f62a83a8e1c9		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_e733a5364fb77a66567bfd9ee77d9d3c
owner	0	PY_METHOD_8eec383296a40dcb8ea6797a31fbb57b				false	false	false	false	57	57	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_6e1414c318bebf1dcf5c25c5a7d19fef		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_6249e176d2affe42654ddd71c48ec977
owner	0	PY_METHOD_d4da59784aac77758abf9291ba51bc8f				false	false	false	false	61	61	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_8f53c9b75b18267d6a531821a2709d49		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_39a4f409e8e9bdd47eabad669f1e6e10
owner	0	PY_METHOD_470dd26756c38ac01b89a762f53e9eda				false	false	false	false	65	65	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_33ac279e2f76128eee00fe1b7bf53ce0		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_67da9bc42cf15c124071b0fcc9bf574f
owner	0	PY_METHOD_41832f3a5fc01b56099728479bad830e				false	false	false	false	70	70	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_bf477c537854152f469a86eb9506137c		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_3e43ae1243483dcbf48fdbdae2c181bc
account	0	PY_METHOD_c05257965c5034a366444a47f8fab716				false	false	false	false	76	76	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_9c62cbb955995ce55d97a0f5c8479b0d		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_8c2d4892d31c10c5dbbec4b916e62b63
owner	0	PY_METHOD_db7e5debe1cd9fb866ea2184bf83ba3f				false	false	false	false	81	81	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_c21e2afc6323e2a5db5636204329ac33		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_a873e6b9ce5d5c2b88a21f076d5a0790
ledger	1	PY_METHOD_db7e5debe1cd9fb866ea2184bf83ba3f				false	false	false	false	81	81	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_8c13fb45aae67c31d4c1e8077e05a4c4		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_05648dc93c74f6eb12a2a597704eb9cb
account	0	PY_METHOD_c08c95c91dab5d42862362a14f225fba				false	false	false	false	31	31	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_e069b0a4af5b9d6adaeb2dc1ca0801d2		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_50cae4a34e140692b34b321b5537e958
mode	1	PY_METHOD_c08c95c91dab5d42862362a14f225fba				false	false	false	false	31	31	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_1ecfb074a2fd1d321d86821c6f122706		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_28cb1f8d1321b1acd4d0484b409820d6
accounts	0	PY_METHOD_f566c548ebfe64c6c3308420b0e4652e				false	false	false	false	41	41	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_5310c3584cc562581f7780991f9bdeba		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_3b69708a43716b03f1983cd8bb26a221
flag	1	PY_METHOD_f566c548ebfe64c6c3308420b0e4652e				false	false	false	false	41	41	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_0b3d4faea838bf141b270a5f027614f3		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_d5c45650b07575906f369b1cc118cc48
path	0	PY_METHOD_1ca9b70df2a25af8dca149c7759f5a07				false	false	false	false	56	56	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_4be27be9eb9e0d9bed6dc40e7656dc87		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_f51dd46bb1641ac22a19c890edbaa7ad
path_a	0	PY_METHOD_ac4a93b396bf221792a5b0824ce9c277				false	false	false	false	74	74	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_775eb351a8363a60bdb5e63383446b70		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_657cab2a99365db0b6c56f0a2c5fa8c1
path_b	1	PY_METHOD_ac4a93b396bf221792a5b0824ce9c277				false	false	false	false	74	74	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_96570a5fc3e74b744b0a92139bd66052		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_4ce52dadfa51969c35f9464423fcccc0
accounts	0	PY_METHOD_efc21184bae1ab20823e5a77e6489e63				false	false	false	false	81	81	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_189d70131bae1f8598121bd844498bad		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_d5fadb64ed9a684b7e739a048e84333b
path	1	PY_METHOD_efc21184bae1ab20823e5a77e6489e63				false	false	false	false	81	81	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_6faea82599c26523feebf739fe7ba2e5		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_c6630c922cdedf36cd7a752c63fc6e4f
flag	2	PY_METHOD_efc21184bae1ab20823e5a77e6489e63				false	false	false	false	81	81	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_b7479f247d8357c1b57342bfafda3814		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_dea0fb04670ef8d5f31f59020fad92d2
accounts	0	PY_METHOD_7eddb4d3b7255145f26a5cb31161ef1b				false	false	false	false	98	98	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_f147f8a30f449df32dac669d3d3e8c93		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_68933cee85bcfbf77ef372a997d866fd
flag	1	PY_METHOD_7eddb4d3b7255145f26a5cb31161ef1b				false	false	false	false	98	98	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_2ed54cd895fef61de7984d2fa851e985		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_a967f31bfb15bb5ba6f63b94ad32f371
self	0	PY_METHOD_6f4c37f04330de911c5a2a714cde6ada				false	false	false	true	14	14	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_915228d7e7d8e9ea5ece7498897c2776		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_489673092d700b19b459e48f0b670357
name	1	PY_METHOD_6f4c37f04330de911c5a2a714cde6ada				false	false	false	false	14	14	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_d9aaaa0f470fbbcf257c44f7458333cb		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_d4825087715c83979bcea0c84422ba29
self	0	PY_METHOD_8a00c6a209e528e05bb5ad19edcb18f0				false	false	false	true	18	18	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_b1dd01a85e7faada5ad0dd5f00da337e		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_c0c7622273fd4db0d4dfeaa23d165852
cls	0	PY_METHOD_fbebff5666a0c70f228cd582d19e5e21				false	false	false	true	22	22	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_f03eb92a2a3bffe105e93c2076811e9b		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_2e1f22d8e150920f420aa3f72b0d2a80
name	1	PY_METHOD_fbebff5666a0c70f228cd582d19e5e21				false	false	false	false	22	22	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_5391f36bab52e948fa3aeb5ad5ad804c		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_2ab469659a7f2eb753d874215870e309
cls	0	PY_METHOD_6078616ab9538ca07ec8d5466cd5eb99				false	false	false	true	27	27	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_e1191abf68c79b33e4291e11a1cb3b1f		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_ab56399279616d53f4ba740efa924bc2
self	0	PY_METHOD_29af074b05609f27522cab7b9d1d6f6c				false	false	false	true	34	34	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_d5262fec27a167db58d60c9f3b7df8e3		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_cedfdaac92d0f69d72c37942ad8dce68
self	0	PY_METHOD_c123f969057318b1c76aeded1591acce				false	false	false	true	38	38	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_eaaa831cefae5aa4c3ee61beb5efc0f2		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_6da1b2d8353c7e2bb8a02c812a851fa0
self	0	PY_METHOD_bd58a5b2c973d46575043d8dc053353e				false	false	false	true	42	42	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_ed03464ba008a913706f3647b5239902		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_cb794a8bbb33ce2df7c74bf69b93bb96
self	0	PY_METHOD_65acc5cb37445b420f8b41d4f5d0a0ad				false	false	false	true	46	46	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_f7cbbf6bae61ea8292cdbf1a84c98ca0		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_bc0522d5375c6dd2d23d9a94c3f2ea79
name	1	PY_METHOD_65acc5cb37445b420f8b41d4f5d0a0ad				false	false	false	false	46	46	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_05e6d60570689e2b96a83e135b082bfe		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_f53b857acbee694cdf41c04458484ec6
self	0	PY_METHOD_92ab47e48ecd017bc9f3e5696f3afb6d				false	false	false	true	50	50	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_b6a87f1bb2c4e28d83d49233d1615d72		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_1c844318a5c4479779a7338e4d3b757d
value	0	PY_METHOD_451e0be553e5fc4b670246020d50195b				false	false	false	false	55	55	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_32bce2afd969603b0981058e7b3076f8		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_1f18369ddfea22d08367e49e15d8dd93
widget	0	PY_METHOD_93bb2592cdd11698c9b6f15ab163f334				false	false	false	false	60	60	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_2c6b8727d77c9828e92e71a7c3167a9f		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_79c8657e33abac1fb0898ab94150ee1d
payload	0	PY_METHOD_4ffe961c21176e333ae2b746c3499b98				false	false	false	false	65	65	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_06ee4998b8583d64730037aa02d6e66d		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_43b0e3fd17fd507c166e7b5425ae6930
name	0	PY_METHOD_08de495df3f4d75ce9831803d072def0				false	false	false	false	71	71	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_3b29f16edf3f2ab2cded74333c34b012		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_d915c78b70a204edcec0565f7623f96f
parts	0	PY_METHOD_633bdab0f73b8ae3ad6965348564928a				false	false	false	false	76	76	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_da829b3607b24c13f7b466edd81bff4b		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_db2d9638e85374fb2ce9c83489b31959
owner	0	PY_METHOD_4356c8b9cdeb8add3756b9809634b020				false	false	false	false	81	81	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_143d5a3611f9de4fc0c663832b77bfe7		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_3c7ccb818572eec0de93f1c535afb428
callable_obj	0	PY_METHOD_14b49e9cd9d54b59cf96a27833ac7427				false	false	false	false	87	87	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_c9cccf3e73ba6f7256ba951103c688ab		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_9d6a84214984cc707726dd5f5e3c0d10
obj	0	PY_METHOD_7a132c01cf314132545b5a1dbf9f9a47				false	false	false	false	92	92	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_ff5508ecd7da7dc7939e886ea7e65ccf		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_65ff91e5ec530be9105aab0835012220
method_name	1	PY_METHOD_7a132c01cf314132545b5a1dbf9f9a47				false	false	false	false	92	92	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_e44886598ffcf898e818d098369fb104		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_6bb5ffa13ba20e182d9b151d543707b8
ledger	0	PY_METHOD_febf3fd984f2fe230a83a50cff9fa88b				false	false	false	false	97	97	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_968773749efb1820eb7e8b0f669044c2		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_c7ca8b21cd7fca26a901b011d8a68920
account	1	PY_METHOD_febf3fd984f2fe230a83a50cff9fa88b				false	false	false	false	97	97	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_3d216377a6c134b4149e2efaa2864fac		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_64f1e706685199bc75ff2c14e00e70b9
value	0	PY_METHOD_21fb7899277ef007478bcb94099de130				false	false	false	false	104	104	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_5ef55006a7a92060b09be92e431708a8		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_a228267571d9c17bbbbb9fa73562c88b
account	0	PY_METHOD_e321da753c7bc53ce1b0e4626ee9e8aa				false	false	false	false	108	108	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_8bf2925da0440f43dc601dfa38f590c1		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_48bb3129d841e6734c50055b766fc556
ledger	1	PY_METHOD_e321da753c7bc53ce1b0e4626ee9e8aa				false	false	false	false	108	108	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_f09f765c70f757240b73d9621aa7f3e2		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_de5b5d6d0b56b70c789a8fd3212b1e56
extras	2	PY_METHOD_e321da753c7bc53ce1b0e4626ee9e8aa				false	false	false	false	108	108	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_9cee013f0e5c1ad00fd895c399f7bc28		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_c684c971e15788d1ec5ab04d9a7458fd
account	0	PY_METHOD_6441f367001973b79746364665ebc38c				false	false	false	false	114	114	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_dd3bbdb8d144b4a32f11e4d5a3cf5e4f		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_a6313a6764dc1b0c06735734e8a0c687
ledger	1	PY_METHOD_6441f367001973b79746364665ebc38c				false	false	false	false	114	114	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_8961021d11460bf933b1db7c881e6e3a		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_5ec454898be09dbcc039ba4536c6395a
note	2	PY_METHOD_6441f367001973b79746364665ebc38c				false	false	false	false	114	114	POSITIONAL_OR_KEYWORD	true	None	NONE_LITERAL	false	false	PY_BINDING_7b4fd91d44088134bb54a23f1f10b5e0	PY_EXPRESSION_29733fc0c26b659d4a126657d93d5902	SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_6d2c8a8297eb2fcf3cbf00ab065a350d
path	0	PY_METHOD_99031cf5cc9c3467a5e257f5de7e2007				false	false	false	false	25	25	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_2f45eae6894bbce1fbba4a77daf07178		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_e11a44fd82d0257363d5859cda194f39
path	0	PY_METHOD_d80eb96b13e89dcdbd5dfa0740477bfb				false	false	false	false	30	30	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_11cdd5ae93c16ede66f784901c132d47		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_97b0ebb5d32c2a4c518c4a483efb5b2f
payload	0	PY_METHOD_3a179f303b5a7a1fce2d035cdd8233c9				false	false	false	false	35	35	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_bd24fcba8450e3673f01178eb6d0c8cd		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_5dcecc10a1226c826747fe9dc01f1f12
text	0	PY_METHOD_f4de82a09c07c78db550c9240aef0ed8				false	false	false	false	40	40	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_800c368f56bab84e20aa5abfe4383356		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_4a3c686291aae736ad40d961fd50a968
amount	0	PY_METHOD_2bd57193ab22b76cfb3d25c236886748				false	false	false	false	53	53	POSITIONAL_OR_KEYWORD	false		NONE	false	false	PY_BINDING_15df3df99d4eb8835793cb49b94ff777		SERVICE_VERSION_00000000000000000000000000000000	PY_METHOD_PARAMETER_e53dd6b7a4e0848a4e3704abdaabe527
